job_id,rep,n_steps,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,modularity,proportion_pure_edges,mean_majority_proportion
8,1,1000,0.8500,0.1500,1.5000,0.2000,0.2000,0.1000,0.2784,0.6248,0.9214
8,1,1000,0.6250,0.3750,2.0000,0.2000,0.2000,0.1000,0.1061,0.6267,0.9173
8,1,1000,0.6750,0.3250,2.0000,0.5000,0.2000,0.1000,0.2032,0.3583,0.8451
8,1,1000,0.5750,0.4250,1.0000,0.2000,0.2000,0.1000,0.1791,0.5309,0.8555
8,1,1000,0.9750,0.0250,2.0000,0.5000,0.2000,0.1000,0.2831,0.5389,0.9274
8,1,1000,0.5750,0.4250,2.0000,0.5000,0.2000,0.1000,0.1625,0.2994,0.8071
8,1,1000,0.6750,0.3250,1.5000,0.5000,0.2000,0.1000,0.2198,0.4102,0.8483
8,1,1000,0.5500,0.4500,2.0000,0.5000,0.2000,0.1000,0.1253,0.3134,0.8154
8,1,1000,0.5500,0.4500,0.5000,0.2000,0.2000,0.1000,0.1678,0.6078,0.8630
8,1,1000,0.6250,0.3750,0.5000,0.2000,0.2000,0.1000,0.0970,0.6317,0.8773
8,1,1000,0.9250,0.0750,2.0000,0.2000,0.2000,0.1000,0.3753,0.6946,0.9527
8,1,1000,0.9500,0.0500,1.5000,0.5000,0.2000,0.1000,0.3281,0.5469,0.9105
8,1,1000,0.6750,0.3250,0.5000,0.5000,0.2000,0.1000,0.0908,0.4012,0.7939
8,1,1000,0.6500,0.3500,0.5000,0.2000,0.2000,0.1000,0.1304,0.6158,0.8730
8,1,1000,0.6750,0.3250,1.0000,0.5000,0.2000,0.1000,0.1539,0.3812,0.8076
8,1,1000,0.9000,0.1000,1.0000,0.2000,0.2000,0.1000,0.1534,0.6956,0.9376
8,1,1000,0.8250,0.1750,0.5000,0.2000,0.2000,0.1000,0.2627,0.6707,0.9073
